Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images
72,The subnet mask for a particular network is 255.255.31.0. Which of the following pairs of IP addresses could belong to this network?,,172.57.88.62 and 172.56.87.233,,10.35.28.2 and 10.35.29.4,,191.203.31.87 and 191.234.31.88,,128.8.129.43 and 128.8.161.55,,D,MCQ,"Background required - Subnet and SubNet Mask  Answer - D  Explanation - Suppose we have a host A with IP Address IP A and Subnet mask of the subnet of which A is a part is M s . Now when A wants to send packet to a host B with an IP address say IP B , then A will first AND the subnet-Mask M s with IP A to find out the subnet-id ID N of the subnet in order to identify whether IP B belongs to the same network. Now if B also belongs to the same network, then IP B BITWISE-AND M s must be equal to ID N which A has calculated.  If IP A and IP B belongs to same network, we must have IP A BITWISE-AND M s == IP B BITWISE-AND M s Out of the 4 options, only option D matches. 128.8.129.43 BITWISE-AND 255.255.31.0 = 128.8.1.0 128.8.161.55 BITWISE-AND 255.255.31.0 = 128.8.1.0",
73,"Assume the following C variable declaration C int * A [ 10 ], B [ 10 ][ 10 ]; Of the following expressions : A[2] A[2][3] B[1] B[2][3] which will not give compile-time errors if used as left hand sides of assignment statements in a C program?",,"I, II, and IV only",,"II, III, and IV only",,II and IV only,,IV only,,A,MCQ,"Among expressions I (A[2]), II (A[2][3]), III (B[1]), and IV (B[2][3]), only III (B[1]) will yield a compile-time error when used as the left-hand side of assignment statements. Arrays aren't assignable in C. The rest are valid assignments referencing pointers or specific array elements.",
74,"Let S be a stack of size n ≥ 1. Starting with the empty stack, suppose we push the first n natural numbers in sequence, and then perform n pop operations. Assume that Push and pop operation take X seconds each, and Y seconds elapse between the end of one such stack operation and the start of the next operation. For m ≥ 1, define the stack-life of m as the time elapsed from the end of Push(m) to the start of the pop operation that removes m from S. The average stack-life of an element of this stack is",,n (X + Y),,3Y + 2X,,n (X + Y) - X,,Y + 2X,,C,MCQ,"Background required - Stack and Basic Maths Let Tn be time span of nth element of stack. Let us first find out the sum of Tn for n = 1 to n Stack Lifetime of last element, Tn = Y (Since it is popped as soon as it is pushed on the stack) Stack Lifetime of last element, Tn-1 = Tn  + 2X + 2Y (The time needed to push and then pop nth element plus two pauses Y each). = 2X + 3Y Stack Lifetime of last element, Tn-2 = Tn-1  + 2X + 2Y (Using the Same reasoning above) = 4X + 5Y . . . Stack Lifetime of 1st element = 2(n-1)X + (2n-1)Y	(Generalizing the pattern) Sum of all the time spans of all the elements = (Σ 2(n-1)X) + (Σ (2n-1)Y) for n = 1 to n = 2X(1 + 2 + . . . + n-1) + Y(1 + 3 + 5 + . . . + (2n-1)) Using 2 identities Sum of n natural numbers = (n*(n+1))/2 for the first summation Sn = (n/2)(a+l)	  Sum of AP series with a as first term and l being last for second summation Above sum is,  = (2X(n-1)n)/2 + Y(n/2)*(1 + 2n-1)  = n(n(X+Y)-X)  Therefore Average = Sum/n = n(X+Y)-X .  Hence Option (c)",
75,"Consider the following C function. C float f ( float x , int y ) { float p , s ; int i ; for ( s = 1 , p = 1 , i = 1 ; i < y ; i ++ ) { p *= x / i ; s += p ; } return s ; } For large values of y, the return value of the function f best approximates",,x^y,,e^x,,ln(1 + x),,x^x,,B,MCQ,"The provided function computes the sum of a Taylor series approximation for (e^x) up to the (y)th term. This function is essentially approximating the exponential function (e^x). For large values of (y), the function will approximate (e^x) more accurately because it includes more terms of the Taylor series expansion, resulting in a better approximation. Therefore, for large values of (y), the return value of the function (f(x, y)) will best approximate (e^x). Now,expanding e x =1+x+x 2 /2+x 3 /3+x 4 /4......... So final answer should be e x",
76,"Suppose the numbers 7, 5, 1, 8, 3, 6, 0, 9, 4, 2 are inserted in that order into an initially empty binary search tree. The binary search tree uses the usual ordering on natural numbers. What is the in-order traversal sequence of the resultant tree ?",,7 5 1 0 3 2 4 6 8 9,,0 2 4 3 1 6 5 9 8 7,,0 1 2 3 4 5 6 7 8 9,,9 8 6 4 2 3 0 1 5 7,,C,MCQ,Inorder traversal of Binary Search Tree always produces keys in increasing order.,
77,"Consider the following graph, Among the following sequences: (I) a b e g h f (II) a b f e h g (III) a b f h g e (IV) a f g h b e Which are depth first traversals of the above graph?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/972c56e5c66b7b91-lv5kKCeNN17SOkhC31LVf8PFNKuVt1.gif,"I, II and IV only",,I and IV only,,"II, III and IV only",,"I, III and IV only",,D,MCQ,"DFS of a graph 1) Visits a node. 2) Do following for every unvisited adjacent. a) Completely explores all vertices through current adjacent using recursive call to DFS. There can be any DFS possible as we may pick different vertices as starting points and we may pick adjacents in different orders. (i) a b e g h f [Visit a, explore all adjacents through b, and so on..]. In this b's adjacent e is picked first (iii) a b f h g e [Visit a, explore all adjacents through b, and so on..]. In this b's adjacent f is picked first (iv) a f g h b e [Visit a, explore all adjacents through f, and so on..]. In this f's adjacent g is picked first (ii) a b f e h g can not be an answer as e is visited after f [e is not an adjacent of f and all adjacent of f are not explored yet]",
78,"The usual Θ(n 2 ) implementation of Insertion Sort to sort an array uses linear search to identify the position where an element is to be inserted into the already sorted part of the array. If, instead, we use binary search to identify the position, the worst case running time will 1) 2) 3) become Θ(n log n) 4)	become Θ(n)",,remain Θ(n 2 ),,become Θ(n (log n) 2 ),,become Θ(n log n),,become Θ(n),,A,MCQ,,
79,"In a heap with n elements with the smallest element at the root, the 7th smallest element can be found in time",,Θ(n log n),,Θ(n),,Θ(log n),,Θ(1),,D,MCQ,"In order to find out the kth smallest element, we have to first extract 6 elements from heap and then root of the resultant heap will be the kth smallest.Total time complexity = 6 Extract-min operations = 6*log2n = O(log2n) But we can find out kth smallest from heap using a clever approach by extracting elements from heap non-destructively. We will use extra space to create a new min-heap which will contain maximum k elements at any time. Algorithm : Initialize the root element of new-heap with the root of old heap (minimum element) For k-1 times repeat the following : Extract the root of the new min-heap using extract-min and insert the 2 children of the extracted root from the original heap into the new heap. Resulting heap will contain k elements and root of which will be our kth smallest in the original heap. This grows the new heap by one on every removal (remove one, add two), which means it will never hold more than K elements, and so the remove-one-add-two will take O(3*log(K)). After k iterations, it is O(3*k*logk) = O(k*logk). In order to implement this, Nodes in the new heap should store indexes of their corresponding nodes in the original heap, rather than the node values themselves. For 7 elements, it will take 7log7 = O(1) time as new heap will create only 7 elements.",
80,"Consider the set {a, b, c} with binary operators + and × defined as follows : + a b c × a b c a b a c a a b c b a b c b b c a c a c b c c c b For example, a + c = c, c + a = a, c × b = c and b × c = a. Given the following set of equations : (a × x) + (a × y) = c (b × x) + (c × y) = c The number of solution(s) (i.e., pair(s) (x, y)) that satisfy the equations is :",,0,,1,,2,,3,,C,MCQ,"For this question, we will have to consider each case separately and check whether it satisfies both the conditions or not.     (a,a) ⇒ (a*a) + (a*a) = a + a = b ≠ c ⇒ (a,a) is not a solution.  (a,b) ⇒ (a*a) + (a*b) = a + b = a ≠ c ⇒ (a,b) is not a solution.  (a,c) ⇒ (a*a) + (a*c) = a + c = c (b*a)  + (c*c) = b + b = b ≠ c ⇒ (a,c) is not a solution. (b,a) ⇒ (a*b) + (a*a) = b + a = a ≠ c ⇒ (b,a) is not a solution.  (b,b) ⇒ (a*b) + (a*b) = b + b = b ≠ c ⇒ (b,b) is not a solution.  (b,c) ⇒ (a*b) + (a*c) = b + c = c (b*b) + (c*c) = c + b = c ⇒ (b,c) is a solution (c,a) ⇒ (a*c) + (a*a) = c + a = a ≠ c ⇒ (c,a) is not a solution.  (c,b) ⇒ (a*c) + (a*b) = c + b = c (b*c) + (c*b) = a + c = c ⇒ (c,b) is a solution (c,c) ⇒ (a*c) + (a*c) = c + c = b ≠ c ⇒ (c,c) is not a solution.     Thus, we have 2 solutions, (b,c) and (c,b).  Hence, C is the correct choice.",
81,"Let T(n) be the number of different binary search trees on n distinct elements. Then , where x is",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/81e52d471898cd75-qSRoF60VAKa8cXvxTKozampS3mXFfW.png,n-k+1,,n-k,,n-k-1,,n-k-2,,B,MCQ,"The idea is to make a key root, put (k-1) keys in one subtree and remaining n-k keys in other subtree. A Binary Search Tree (BST) is a tree in which all the nodes follow the below-mentioned properties − The left sub-tree of a node has a key less than or equal to its parent node's key. The right sub-tree of a node has a key greater than to its parent node's key. Now construction binary search trees from n distinct number- Lets for simplicity consider n distinct numbers as first n natural numbers (starting from 1) If n=1 We have only one possibility, therefore only 1 BST. If n=2 We have 2 possibilities , when smaller number is root and bigger number is the right child or second when the bigger number is root and smaller number as left child. If n=3 We have 5 possibilities. Keeping each number first as root and then arranging the remaining 2 numbers as in case of n=2. If n=4 We have 14 possibilities. Taking each number as root and arranging smaal numbers as left subtree and larger numbers as right subtree. Thus we can conclude that with n distinct numbers, if we take ‘k’ as root then all the numbers smaller than k will left subtree and numbers larger than k will be right subtree where the the right subtree and left subtree will again be constructed recursively like the root. Therefore,","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Explanation_Images/7792a71f101319a6-cUhyZj69KGZC0MMFftPQofGajjPjrs.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Explanation_Images/79488f61de6a93a6-Jn5724uuroiI0Pwjv3zbvrabNl10sT.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Explanation_Images/284901743680c32c-plCsd60ua2sghQ3LHXRExUMTM4VApT.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Explanation_Images/3cb65d30a67254af-mYhyNCQr3J5gWrXtpXiKW19cMFKocb.png"
82,"Consider the grammar shown below S → i E t S S' | a S' → e S | ε E → b In the predictive parse table. M, of this grammar, the entries M[S', e] and M[S', $] respectively are",,{S' → e S} and {S' → e},,{S' → e S} and {},,{S' → ε} and {S' → ε},,"{S' → e S, S'→ ε} and {S' → ε}",,D,MCQ,"Here representing the parsing table as M[ X , Y ], where X represents rows( Non terminals) and Y represents columns(terminals). Here are the rules to fill the parsing table. For each distinct production rule A->α, of the grammar, we need to apply the given rules: Rule 1 : if A –> α is a production, for each terminal ‘a’ in FIRST(α), add A–>α to M[ A , a ] Rule 2 : if ‘ ε ‘ is in FIRST(α), add A –> α to M [ A , b ] for each ‘b’ in FOLLOW(A).  As Entries have been asked corresponding to Non-Terminal S', hence we only need to consider its productions to get the answer. For S' → eS , according to rule 1, this production rule should be placed at the entry M[ S', FIRST(eS) ], and from the given grammar, FIRST(eS) ={e}, hence S'->eS is placed in the parsing table at entry M[S' , e]. Similarly, For S'->ε , as FIRST(ε) = {ε}, hence rule 2 should be applied, therefore, this production rule should be placed in the parsing table at entry M[S',FOLLOW(S')], and FOLLOW(S') = FOLLOW(S) = { e, $ }, hence R->ε is placed at entry M[ S', e ] and M[ S' , $ ]. Therefore Answer is option D.",
83,Consider the grammar shown below. S → C C C → c C | d The grammar is,,LL(1),,SLR(1) but not LL(1),,LALR(1) but not SLR(1),,LR(1) but not LALR(1),,A,MCQ,"Since there is no conflict, the grammar is LL(1).  We can construct a predictive parse table with no conflicts.   This grammar also  LR(0), SLR(1), CLR(1) and LALR(1).",
84,"Consider the translation scheme shown below S → T R R → + T {print ('+');} R | ε T → num {print (num.val);} Here num is a token that represents an integer and num.val represents the corresponding integer value. For an input string '9 + 5 + 2', this translation scheme will print",,9 + 5 + 2,,9 5 + 2 +,,9 5 2 + +,,+ + 9 5 2,,B,MCQ,"Let us make the parse tree for 9+5+2 in top down manner, left first derivation. Steps: 1) Exapnd S->TR 2) apply T->Num... 3) apply R -> +T... 4) appy T->Num... 5) apply R-> +T.. 6) apply T-> Num.. 7) apply R-> epsilon After printing through the print statement in the parse tree formed you will get the answer as 95+2+",
85,"Consider the syntax directed definition shown below. S → id : = E  {gen (id.place = E.place;);} E → E1 + E2   {t = newtemp ( ); gen (t = El.place + E2.place;); E.place = t} E → id     {E.place = id.place;} Here, gen is a function that generates the output code, and newtemp is a function that returns the name of a new temporary variable on every call. Assume that ti's are the temporary variable names generated by newtemp. For the statement 'X: = Y + Z', the 3-address code sequence generated by this definition is",,X = Y + Z,,t1 = Y + Z; X =  t1,,t1 =Y; t2 = t1 + Z; X = t2,,t1 = Y; t2 = Z; t3 = t1 + t2; X = t3,,B,MCQ,It must be B. The production E --> E + E is used only one time and hence only one temporary variable is generated.,
86,"In a bottom-up evaluation of a syntax directed definition, inherited attributes can",,always be evaluated,,be evaluated only if the definition is L-­attributed,,be evaluated only if the definition has synthesized attributes,,never be evaluated,,B,MCQ,A Syntax Directed Definition (SDD) is called S Attributed if it has only synthesized attributes. L-Attributed Definitions contain both synthesized and inherited attributes but do not need to build a dependency graph to evaluate them.,
87,Assume that the SLR parser for a grammar G has n1 states and the LALR parser for G has n2 states. The relationship between n1 and n2 is:,,n1 is necessarily less than n2,,n1 is necessarily equal to n2,,n1 is necessarily greater than n2,,none of these,,B,MCQ,,
88,Which of the following suffices to convert an arbitrary CFG to an LL(1) grammar?,,Removing left recursion alone,,Factoring the grammar alone,,Removing left recursion and factoring the grammar,,None of these,,D,MCQ,Removing left recursion and factoring the grammar do not suffice to convert an arbitrary CFG to LL(1) grammar.,
89,"Consider the following 2-3-4 tree (i.e., B-tree with a minimum degree of two) in which each data item is a letter. The usual alphabetical ordering of letters is used in constructing the tree. What is the result of inserting G in the above tree ? A) B) C) D) None of the above","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/ff291f1b72575153-OiWBGQuXCelidgOiaOBH2E8EVdvFud.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/8b8cf36fa1600a23-hEA3JmXxs7WLNgXk12Qi7WmIpGthvO.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/2f4a2c3383419e47-PN3xDDRyFiveenGKd3DqMr6GEhnYMR.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2003/Question_Images/e4957ae29838328b-Wnp6mKJgA2NqiMh68eSTYnmmPeMKvF.png",A,,B,,C,,D,,B,MCQ,"Since the given B tree is 2-3-4 tree, there can be at-most 4 children or 3 keys. In B Tree insertion , we start from root and traverse till the leaf node where key is to be inserted.  While traversing, if we find a a node which full, we split it.  When we insert G, we find root itself is full, so we split it.  When we come down to leftmost leaf, we find that the leaf is also full, so we split the leaf also.",
90,"Consider the following system of linear equations [Tex]\begin{bmatrix}
2 & 1 & -4 \\
4 & 3 & -12 \\
1 & 2 & -8
\end{bmatrix}
\begin{bmatrix}
x \\
y \\
z
\end{bmatrix}
=
\begin{bmatrix}
\alpha \\
5 \\
7
\end{bmatrix}[/Tex] Notice that the second and the third columns of the coefficient matrix are linearly dependent. For how many values of α does this system of equations have infinitely many solutions?",,0,,1,,2,,infinitely many,,B,MCQ,,
