Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images,subject,chapter,subtopic
62,"Following table indicates the latencies of operations between the instruction producing the result and instruction using the result. C Load R1 , Loc 1 ; Load R1 from memory location Loc1 Load R2 , Loc 2 ; Load R2 from memory location Loc 2 Add R1 , R2 , R1 ; Add R1 and R2 and save result in R1 Dec R2 ; Decrement R2 Dec R1 ; Decrement R1 Mpy R1 , R2 , R3 ; Multiply R1 and R2 and save result in R3 Store R3 , Loc 3 ; Store R3 in memory location Loc 3 What is the number of cycles needed to execute the above code segment assuming each instruction takes one cycle to execute ?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/766e1a6581ccdd67-WnZTb3eyRsCEC2zEDjpLsPP7tzdBTI.jpg,7,,10,,13,,14,,C,MCQ,"In the given question there are 7 instructions each of which takes 1 clock cycle to complete. (Pipelining may be used) If an instruction is in execution phase and any other instruction s can’t be in the execution phase. So, atleast 7 clock cycles will be taken. Now, it is given that between two instructions latency or delay should be there based on their operation. Ex- 1 st line of the table says that between two operations in which first is producing the result of an ALU operation and the 2 nd is using the result there should be a delay of 2 clock cyles. clock cycle : 1) Load R1, Loc 1; Load R1 from memory location Loc1 Takes 1 clock cycle, simply loading R1 on loc1. 2) Load R2, Loc 2; Load R2 from memory location Loc2 Takes 1 clock cycle, simply loading r2 on loc2. 3) Add R1, R2, R1; Add R1 and R2 and save result in R1 R1=R1+R2; Hence, this instruction is using the result of R1 and R2, i.e. result of Instruction 1 and Instruction 2. As instruction 1 is load operation and instruction 3 is ALU operation. So, there should be a delay of 1 clock cycle between instruction 1 and instruction 3.Which is already there due to I2. As instruction 2 is load operation and instruction 3 is ALU operation. So, there should be a delay of 1 clock cycle between instruction 2 and instruction 3. 4) Dec R2; Decrement R2 This instruction is dependent on instruction 2 and there should be a delay of one clock cycle between Instruction 2 and Instruction 4. As instruction 2 is load and 4 is ALU . Which is already there due to Instruction 3. 5) Dec R1 Decrement R1 This instruction is dependent on Instruction 3 As Instruction I3 is ALU and I5 is also ALU so a delay of 2 clock cycles should be there between them of which 1 clock cycle delay is already there due to I4 so one clock cycle delay between I4 and I5. 6) MPY R1, R2, R3; Multiply R1 and R2 and save result in R3 R3=R1*R2; This instruction uses the result of Instruction 5, as both instruction 5 and 6 are ALU so there should be a delay of 2 clock cycles. 7) Store R3, Loc 3 Store R3 in memory location Loc3 This instruction is dependent on instruction 6 which is ALU and instruction 7 is store so there should be a delay of 2 clock cycles between them. Hence, a total of 13 clock cycles will be there.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/d411818e5a1313f2-OIdB03gHXZs8doik7aqrkgWgwprJ8Q.png,Computer Organization and Architecture,Pipelining,"Instruction pipelining, pipeline hazards"
63,"An error correcting code has the following code words: 00000000, 00001111, 01010101, 10101010, 11110000. What is the maximum number of bit errors that can be corrected ?",,0,,1,,2,,3,,B,MCQ,"While transmitting the data through the channel, noise may be added to the data and thus, may cause errors in the data. Hamming code errors CANNOT be DETECTED if one code converts into another. detection possible up to ( hamming distance - 1) = 4 - 1 = 3 bits correction possible up to { [ ( hamming distance - 1) / 2 ]} = \left \lfloor\frac{Hamming \ Distance-1}{2} \right \rfloor = [Tex] \left \lfloor\frac{3}{2} \right \rfloor[/Tex] = [Tex]\left \lfloor\ 1.5 \right \rfloor[/Tex] = 1 bit Therefore, option B is the correct answer.",,Computer Networks,Data Link Layer,"Framing, error detection"
64,A hard disk system has the following parameters : Number of tracks = 500 Number of sectors/track = 100 Number of bytes /sector = 500 Time taken by the head to move from one track to adjacent track = 1 ms Rotation speed = 600 rpm. What is the average time taken for transferring 250 bytes from the disk ?,,300.5 ms,,255.5 ms,,255.0 ms,,300.0 ms,,D,MCQ,"Avg. time to transfer = Avg. seek time + Avg. rotational delay + Data transfer time Avg Seek Time -  time taken  to move from 1st track to 1sr track : 0ms, 1st to 2nd : 1ms, 2ms, 3ms,....499ms Avg Seek time =( ∑0+1+2+3+...+499)/500 = 249.5 ms Avg Rotational Delay - RMP : 600 , 600 rotations in 60 sec (one Rotation = 60/600 sec = 0.1 sec) So, Avg Rotational Delay = 0.1/2= 50 ms Data Transfer Time: In One 1 Rotation we can read data on one track = 100 * 500 = 50,000 B data is read in one rotation. 250 bytes -> 0.1 * 250 / 50,000 = 0.5 ms Therefore ATT = 249.5+50+0.5 = 300 ms",,Computer Organization and Architecture,Memory Hierarchy,"Cache, main memory and secondary storage"
65,The line T in the following figure is permanently connected to the ground. Which of the following inputs (X1 X2 X3 X4) will detect the fault ?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/2fa5c366ebb6b7b1-OfofettY5kzokRJyQpqGdfJnxcAx97.png,0000,,0111,,1111,,None of these,,C,MCQ,"We consider circuit in two different configurations to check the inputs. And then apply the three available inputs to get output values. On doing so, we observe that all inputs give same outputs in both the configurations. Thus None of these is the answer.","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/9df02bbdd3613c82-CwIB2G9WCvvWyN6zlM7WzXf8HB4icC.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/0993fc83d84e0485-UhAGx3ZB8r1YVUQkqiNm5ujCEhe1mT.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/3dc6be2138e15c21-5LP6sNiKnOwYNXQ7qXAmCGwI8MR4JJ.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/e3c8838b279ff2a3-1aK1swd6DkNS9zleSfa0kvISWXbVMR.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/4633bb64cde10a21-oMptqzWcRL8EnKgp3Y48TeM8mQ5wNY.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/ce2d4b99c19ea31a-zNBRDGKiOVmo466loY6ibrPf54WELq.png",Digital Logic,Combinational and sequential circuits,
66,"The two grammars given below generate a language over the alphabet {x, y, z} Which one of the following choices describes the properties satisfied by the strings in these languages?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/0c29a7799c62aff3-baYeHRwkDnNtujRyxkLiPfXHPERDr7.jpg,G1 : No y appears before any x G2 : Every x is followed by at least one y,,G1 : No y appears before any x G2 : No x appears before any y,,G1 : No y appears after any x G2 : Every x is followed by at least one y,,G1 : No y appears after any x G2 : Every y is followed by at least one x,,A,MCQ,"For the above question we can see that for all options, properties satisfied by the strings could be defined as some relation between x and y alphabets. For Grammar 1 , Strings with a combination of both x and y can be generated with the following form of production(s) of the grammar only. S-->xS -->xyB or S-->zS-->zxS-->zxyB (In case starting production is S-->x| z| yB, it cannot give both x and y in the string) Hence in any string with x and y both no y can appear before x can be described as a property satisfied by the strings of the language. Similarly for Grammar 2 , Strings with a combination of both x and y can be generated with the following form of production(s) of the grammar only. S-->yS -->yxB-->yxy OR S-->yS -->yxB-->yxyB S-->xB -->xy OR S-->xB -->xyB Hence in any string with x and y both every x is followed by atleast one y can be described as a property satisfied by the strings of the language.",,Theory of Computation,Language Properties,"Regular and context-free languages, pumping lemma"
67,"Consider the following DFA in which s0 is the start state and s1, s3 are the final states. What language does this DFA recognize ?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/91076ba5650230d7-eubiIihqFhXHqss6kmY2DLjlXTSdrz.png,All strings of x and y,,All strings of x and y which have either even number of x and even number of y or odd number or x and odd number of y,,All strings of x and y which have equal number of x and y,,All strings of x and y with either even number of x and odd number of y or odd number of x and even number of y,,D,MCQ,"Alphabet x would move to S1 and alphabet y would move to S3 from S0 state. Hence smallest string accepted by the DFA are {x, y}. Further possible movements from S1 or S3 to the accepting states can be any combination of x and y of even length i.e. either of {xx, xy, yx, yy} and their combinations. Hence the language accepted by the DFA can be recognized as (x+y) + (xx+xy+yx+yy)* i.e. all strings of x and y with odd length (even no. of x and odd no. of y OR even no. of y and odd no. of x). Option elimination method: (option which has at least one example which is not accepted by DFA) Option (A): False as {xx, xy etc} are not accepted by the DFA. Option (B): False as even no. of x and even no. of y string {xxyy} is not accepted by the DFA. Option (C): False as string with equal no. of x and equal no. of y {xy} is not accepted by the DFA. Option (D): All strings with either even number of x and odd number of y or odd number of x and even number of y are accepted. Hence the answer is option (D).",,Theory of Computation,Formal Languages and Automata,Regular expressions and finite automata
68,Consider the grammar given below S      →      x B | y A A      →      x | x S | y A A B      →      y | y S | y B B Consider the following strings. (i)	 xxyyx (ii)	 xxyyxy (iii)	 xyxy (iv)	 yxxy (v)	 yxx (vi)	 xyx Which of the above strings are generated by the grammar ?,,"(i), (ii), and (iii)",,"(ii), (v), and (vi)",,"(ii), (iii), and (iv)",,"(i), (iii), and (iv)",,C,MCQ,Only iii and iv are possible.,,Theory of Computation,Formal Languages and Automata,Context-free grammars and push-down automata
69,Consider the following grammars. Names representing terminals have been specified in capital letters. Which one of the following statements is true?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/9ecb86bdb3521ddb-do6DxcHjy7xZ3vZdVGQa6k3JUGSpv4.jpg,G 1 is context-free but not regular and G 2 is regular,,G 2 is context-free but not regular and G 1 is regular,,Both G 1 and G 2 are regular,,Both G 1 and G 2 are context-free but neither of them is regular,,D,MCQ,"Given grammars can be re-written as: Say, while = w, expr =E, stmt = S, other = o Here, we can write a right linear grammar for G 1 as S -> w(E)S S -> o E->ID So, L(G 1 ) is regular. Now for G 2 also we can write a right linear grammar: S -> w(E)S E -> E+E E -> E*E S -> o But in this question both these grammar are neither right linear nor left linear. So, option (D) is correct.",,Theory of Computation,Formal Languages and Automata,Context-free grammars and push-down automata
70,"Consider the following finite automata P and Q over the alphabet {a, b, c}. The start states are indicated by a double arrow and final states are indicated by a double circle. Let the languages recognized by them be denoted by L(P) and L(Q) respectively. The automation which recognizes the language L(P) ∩ L(Q) is :","https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/edab65ab8eac3dcf-CGEVDP2g4hXK4xMOg1MhufPttgVolc.jpg, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/063c8a784eb859e8-JAJZrIlR13ifNEhQKnJYIGP4mfBD7R.jpg, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/db13732c954aba8b-EhJbloSW27uKVloYt5OVD0xERumXRP.jpg, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/73683a58550d6fde-o4Y5g4oDQwJiVDPln5ewrHeyHKNnx2.jpg, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/74e7eef3aa302087-XAHSIzcKLXCO9fpuqtTq8cMx2S98kt.jpg",a,,b,,c,,d,,A,MCQ,Both accepts strings starting with a or b so option (D) cancels out.  Common string accept by both L(P) and L(Q) is “baa”.,,Theory of Computation,Formal Languages and Automata,Regular expressions and finite automata
71,(C012.25) H - (10111001110.101) B =,,(135103.412) o,,(564411.412) o,,(564411.205) o,,(135103.205) o,,A,MCQ,(C012.25) H - (10111001110.101) B =   1100 0000 0001 0010. 0010 0101 (convert each digit of hexa to 4 bit binary) - 0000 0101 1100 1110. 1010 0000 =   1011 1010 0100 0011. 1000 0101 =   1 011 101  001 000 011 . 100 001 010 (make pairing of 3 to convert in octal) = (135103.412) o,,Digital Logic,Number representations and computer arithmetic (fixed and floating point),
72,"Synchronization in the classical readers and writers problem can be achieved through use of semaphores. In the following incomplete code for readers-writers problem, two binary semaphores mutex and wrt are used to obtain synchronization wait (wrt) writing is performed signal (wrt) wait (mutex) readcount = readcount + 1 if readcount = 1 then S1 S2 reading is performed S3 readcount = readcount - 1 if readcount = 0 then S4 signal (mutex) The values of S1, S2, S3, S4, (in that order) are",,"signal (mutex), wait (wrt), signal (wrt), wait (mutex)",,"signal (wrt), signal (mutex), wait (mutex), wait (wrt)",,"wait (wrt), signal (mutex), wait (mutex), signal (wrt)",,"signal (mutex), wait (mutex), signal (mutex), wait (mutex)",,C,MCQ,"For S1: if readcount =1 => reader is reading now, so no writer must execute. Hence, S1 has to be wait(wrt) For S2: After readcount has been updated, is made to 1, so other readers can enter into entry section. Multiple readings are allowed. (Only 1 at a time can be in entry section ) hence signal(mutex) For S3: Now at a time only one process can be in Exit section and semaphore mutex is used to implement it (only 1 at a time can be in exit section).Hence wait(mutex) For S4: If readcount is zero i.e no reader is reading, means last reader has completed reading, it should unlock resources so that any writer waiting for it can use it .hence signal(wrt).The above values of S1, S2, S3, and S4 are all nothing but implementing first reader writer problem.",,Operating System,Core Concepts,Concurrency and Synchronization
73,"In the simplified flowchart given below, the shaded boxes represent code that is executed during a test case. The Branch coverage is",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/5f872128adad52a9-D9CWsYF9jhW4342jmSK0S2AcBFOffp.png,3/4,,2/3,,1/2,,3/8,,D,MCQ,3/8 are exposed,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/8a0ee165f6770887-t5A6Z7teDAqgGbml0PiYVHlMKTIJ58.jpg,,,
74,"Consider the CPM activity chart where an arc connecting two milestones is labeled with a task identifier and the time taken in days. For example in order to go from A to B, task T1 takes 180 days. A dashed line depicts an additional dependency that is equivalent to a zero time task. The set of activities that lie on the critical path are",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/9401a4aeac66869c-O6RR2iY52en4MINO4cZ6nQwdOS3RSe.png,"T1, T2, T8, T10",,"T1, T3, T8, T10",,"T1, T2, T3, T4, T5, T6, T7, T8, T9, T10",,"T1, T4, T5, T7, T8, T10",,D,MCQ,"Critical path is the one which takes longest time,",,,,
75,"Suppose you are given an implementation of a queue of integers Consider the following function: C++ void f ( queue < int > & Q ) { int i ; if ( ! Q . empty ()) { i = Q . front (); Q . pop (); f ( Q ); Q . push ( i ); } } C void f ( queue Q ) { int i ; if ( ! isEmpty ( Q )) { i = delete ( Q ); f ( Q ); insert ( Q , i ); } } Java void f ( Queue < Integer > Q ) { if ( ! Q . isEmpty ()) { int i = Q . poll (); f ( Q ); Q . add ( i ); } } Python def f ( Q ): if Q : i = Q . pop ( 0 ) f ( Q ) Q . append ( i ) JavaScript function f ( Q ) { if ( Q . length > 0 ) { let i = Q . shift (); f ( Q ); Q . push ( i ); } } What operation is performed by the above function f ?",,Leaves the queue Q unchanged,,Reverses the order of the elements in the queue Q,,Deletes the element at the front of the queue Q and inserts it at the rear keeping the other elements in the same order,,Empties the queue Q,,B,MCQ,"As it is recursive call, and removing from front while inserting from end, that means last element will be deleted at last and will be inserted 1 st in the new queue. And like that it will continue till first call executes insert(Q,i) function. So, the queue will be in reverse. Hence Option (B) is the correct answer.",,Programming and Data Structures,Linear Data Structures,"Arrays, stacks, queues, linked lists"
76,Consider a hash function that distributes keys uniformly. The hash table size is 20. After hashing of how many keys will the probability that any new key hashed collides with an existing one exceed 0.5.,,5,,6,,7,,10,,D,MCQ,"For each entry probability of collision is 1/20 {as possible total spaces =20, and an entry will go into only 1 place} Say after inserting x values probability becomes 1/2 => (1/20).x = 1/2 => X=10 Hence Option(D) is the correct answer.",,Algorithms,Basic Techniques,"Searching, sorting, hashing"
77,"When searching for the key value 60 in a binary search tree, nodes containing the key values 10, 20, 40, 50, 70 80, 90 are traversed, not necessarily in the order given. How many different orders are possible in which these key values can occur on the search path from the root to the node containing the value 60?",,35,,64,,128,,5040,,A,MCQ,"There are two set of values, smaller than 60 and greater than 60. Smaller values 10, 20, 40 and 50 are visited, means they are visited in order. Similarly, 90, 80 and 70 are visited in order. = 7!/(4!3!) = 35",,Programming and Data Structures,Non-Linear Data Structures,"Trees, binary search trees, binary heaps, graphs"
78,What is the largest integer m such that every simple connected graph with n vertices and n edges contains at least m different spanning trees?,,1,,2,,3,,n,,C,MCQ,"A graph is connected iff all nodes can be traversed from each node. For a graph with n nodes, there will be n-1 minimum number of edges. Given that there are n edges, that means a cycle is there in the graph. The simplex graph with these conditions may be: Now we can make a different spanning tree by removing one edge from the cycle, one at a time. Minimum cycle length can be 3, So, there must be atleast 3 spanning trees in any such Graph.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Explanation_Images/5f5b88367463d960-1CdA75kf6plYE2ftTiVUtQ7hub0oMd.png,Engineering Mathematics,Discrete Mathematics,Graph Theory
79,Consider the XML document fragment given below: Consider the XPath expression: *[not (self ) : : TOC] What would be the result of the given XPath expression when the current node is Book?,https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/e988df3d6a14b0c6-1iTiA00qPXQg7vSgy5qFfnxXNthnzd.png,The Title and Content elements,,The Content and TOC elements,,The Title and TOC elements,,"The Title, Content and TOC elements",,D,MCQ,Out of Syllabus now,,Databases,Data Models,
80,"Consider the XML document fragment given below: With reference to the HTML lines given above, consider the following statements. 1. Clicking on the point <80, 75> does not have any effect. 2. The web browser can identify the area applicable to the mouse-click within the image and the subsequent action to be taken without additional responses from the web server. 3. The dots in the cgi-bin URL will be resolved by the web browser before it is sent to the web server 4. The ""fd.html"" request when sent to the web server will result in a GET request. Exactly how many of the statements given above are correct?",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2007/Question_Images/456a4a005e73368e-EN9oqrjCWgZlMTWtmYD2z7fbaz8To1.png,0,,1,,2,,3,,D,MCQ,,,Computer Networks,Application Layer,"DNS, HTTP, SMTP, FTP, POP"
81,"Consider the B-tree in the adjoining figure, where each node has at most two keys and three links. Keys K15 and then K25 are inserted into this tree in that order. Exactly how many of the following nodes (disregarding the links) will be present in the tree after the two insertions?",,1,,2,,3,,4,,D,MCQ,"Initially, the tree has the keys: K30, K50, K20, K15, K30 . The tree is a B-tree , which means after inserting a key that causes a node to exceed its capacity (more than two keys), a split will occur. Inserting K15: After inserting K15, the tree will need to adjust to accommodate the new key in a way that maintains the properties of the B-tree. Given that K15 is smaller than K20, it will move into the left node. The insertion of K15 does not cause a split in the root. The tree remains as it is but with K15 now in the left node. Inserting K25: Inserting K25 will require splitting nodes. The B-tree structure will adjust by splitting a node that exceeds the limit of two keys. After the second insertion (K25), the structure will be as shown, resulting in a split and forming a new root . Present Nodes after the Insertions: After both insertions, the tree will have: K30 in the new root. K50 is still part of the tree. K25 and K15 are also present. Hence, 4 nodes (K30, K50, K25, and K15) will be in the tree. Thus, the correct answer is: d) 4",,Databases,File Organization and Indexing,
82,Now the key K50 is deleted from the 8-tree resulting after the two insertions made earlier. Consider the following statements about the B-tree resulting after this deletion. (i) The height of the tree remains the same. (ii) The node (disregarding the links) is present in the tree. (iii) The root node remains unchanged (disregarding the links). Which one of the following options is true?,,Statements (i) and (ii) are true.,,Statements (ii) and (iii) are true.,,Statements (iii) and (i) are true.,,All the statements are false.,,A,MCQ,"Explanation: (i) The height of the tree remains the same: This statement could be true or false depending on the specific structure of the B-tree. Deleting a key may cause a reorganization that could affect the height of the tree. However, in most cases where a key is deleted from a non-root node, the height typically remains the same. (ii) The node (disregarding the links) is present in the tree: This could also be true. In a B-tree, nodes don't get physically removed immediately after deletion; instead, the key is removed from the node, and only the links might change. (iii) The root node remains unchanged (disregarding the links): The root node might change if the deletion causes the root node to become underpopulated, requiring the root to merge or redistribute keys. Therefore, this statement could be false in such cases. Correct Answer: The correct option is a) Statements (i) and (ii) are true because, generally, the height of the tree may remain unchanged, and the node (ignoring links) could still be in the tree after a key deletion.",,Databases,File Organization and Indexing,
