Question_Number,Question_Text,Question_Images,Option_A,Option_A_Images,Option_B,Option_B_Images,Option_C,Option_C_Images,Option_D,Option_D_Images,Correct_Answer,Question_Type,Explanation,Explanation_Images,subject,chapter,subtopic
64,"We wish to schedule three processes P1, P2 and P3 on a uniprocessor system. The priorities, CPU time requirements and arrival times of the processes are as shown below. Process Priority CPU time required Arrival time (hh:mm:ss) P1 10(highest) 20 sec 00:00:05 P2 9 10 sec 00:00:03 P3 8 (lowest) 15 sec 00:00:00 We have a choice of preemptive or non-preemptive scheduling. In preemptive scheduling, a late-arriving higher priority process can preempt a currently running process with lower priority. In non-preemptive scheduling, a late-arriving higher priority process must wait for the currently executing process to complete before it can be scheduled on the processor. What are the turnaround times (time from arrival till completion) of P2 using preemptive and non-preemptive scheduling respectively.",,"30 sec, 30 sec",,"30 sec, 10 sec",,"42 sec, 42 sec",,"30 sec, 42 sec",,D,MCQ,"Preemptive Scheduling In this mode, a higher-priority process can interrupt a running one. P3 runs from time 0 to 3. P2 (higher priority) arrives at time 3 and preempts P3. P1 (highest priority) arrives at time 5 and preempts P2. P1 runs for its full 20s and finishes at time 25. P2 resumes and runs its remaining 8s, finishing at time 33. Turnaround time: 33s−3s (arrival) = 30 seconds. Non-Preemptive Scheduling Here, a running process continues until it's complete, regardless of higher-priority arrivals. P3 starts at time 0 and runs for its full 15s, finishing at time 15. P1 (highest priority of the waiting processes) starts at time 15 and runs for 20s, finishing at time 35. P2 (the last process) starts at time 35 and runs for 10s, finishing at time 45. Turnaround time: 45s−3s (arrival) = 42 seconds.",,Operating System,Scheduling,CPU and I/O scheduling
65,"Two concurrent processes P1 and P2 use four shared resources R1, R2, R3 and R4, as shown below. P1 P2 Compute: Use R1; Use R2; Use R3; Use R4; Compute; Use R1; Use R2; Use R3;. Use R4; Both processes are started at the same time, and each resource can be accessed by only one process at a time The following scheduling constraints exist between the access of resources by the processes: P2 must complete use of R1 before P1 gets access to R1 P1 must complete use of R2 before P2 gets access to R2. P2 must complete use of R3 before P1 gets access to R3. P1 must complete use of R4 before P2 gets access to R4. There are no other scheduling constraints between the processes. If only binary semaphores are used to enforce the above scheduling constraints, what is the minimum number of binary semaphores needed?",,1,,2,,3,,4,,B,MCQ,"We use two semaphores : A and B. A is initialized to 0 and B is initialized to 1. P1: Compute; Wait(A); Use R1; Use R2; Signal(B); Wait(A); Use R3; Use R4; Signal(B); P2: Compute; Wait(B); Use r1; Signal(A); Wait(B); Use R2; Use R3; Signal(A); Wait(B); Use R4; Signal(B); In process p1, initially control will be stuck in while loop of Wait(A) because A = 0. In process p2, Wait(B) decrements the value of B to 0 . Now, P2  uses the resource R1 and increments the value to A to 1 so that process P1 can enter its critical section and use resource R1. Thus, P2 will complete use of R1 before P1 gets access to R1. Now, in P2 values of B = 0. So, P2 can not use resource R2 till P1 uses R2 and calls function Signal(B) to increment the value of B to 1. Thus, P1 will complete use of R2 before P2 gets access to R2. Now, semaphore A = 0. So, P1 can not execute further and gets stuck in while loop of function Wait(A). Process P2  uses R3 and increments the value of semaphore A to 1.Now, P1 can enter its critical section to use R3. Thus, P2 will complete use of R3 before P1 gets access to R3. Now, P1 will use R4 and increments the value of B to 1 so that P2 can enter is critical section to use R4. Thus, P1 will complete use of R4 before P2 gets access to R4. Thus, option (B) is correct.",,Operating System,Core Concepts,Concurrency and Synchronization
66,Two shared resources R 1 and R 2 are used by processes P 1 and P 2 . Each process has a certain priority for accessing each resource. Let T ij denote the priority of P i for accessing  R j . A process P i can snatch a resource R h from process P j if T ik is greater than T jk . Given the following : T 11 > T 21 T 12 > T 22 T 11 < T 21 T 12 < T 22 Which of the following conditions ensures that P 1 and P 2 can never deadlock?,,(I) and (IV),,(II) and (III),,(I) and (II),,None of the above,,C,MCQ,"If all the resources are allocated to one process then deadlock will never occur. So, if we allocate both R1 and R2 to process P1 or both R1 and R2 to process P2 then deadlock can be prevented. When one process completes its execution then both the resources are allocated to the other process. So, either condition (I) and  (II) or condition (III) and (IV) ensures that deadlock never occurs. Thus, option (C) is correct.",,Operating System,Concurrency,Deadlock
67,"Q 81_Part B A disk has 8 equidistant tracks. The diameters of the innermost and outermost tracks are 1 cm and 8 cm respectively. The innermost track has a storage capacity of 10 MB.  If the disk has 20 sectors per track and is currently at the end of the 5 th sector of the inner-most track and the head can move at a speed of 10 meters/sec and it is rotating at constant angular velocity of 6000 RPM, how much time will it take to read 1 MB contiguous data starting from the sector 4 of the outer-most track?",,13.5 ms,,10 ms,,9.5 ms,,20 ms,,A,MCQ,"Radius of innermost track = 0.5 cm Radius of outermost track = 4 cm Distance traversed by header = 4 – 0.5 = 3.5 cm = 3.5 / 100 m = 350 m Time taken by header = 350 / 10 = 3500 s = 3.5 ms  (speed: 10 meters/sec) It is given that header at the end of the 5th sector of the innermost track. To start from front of 4th sector it must rotate upto 18 sector. Thus, header does 6000 rotations in 60,000ms (60 seconds) and 1 rotation in 10 ms. So, to traverse sector 18 it takes 9 ms. Storage capacity = 10 MB Thus, 10 MB data is read in 10 ms. 1 MB can be read in 1 ms. Total Time = Seek + Rotation + Transfer. Total time taken to read 1 MB contiguous data = (1 + 9 + 3.5) ms = 13.5ms Thus, option (A) is correct.",,Computer Organization and Architecture,Memory Hierarchy,"Cache, main memory and secondary storage"
68,A line L in a circuit is said to have a stuck-at-0 fault if the line permanently has a logic value 0. Similarly a line L in a circuit is said to have a stuck-at-1 fault if the line permanently has a logic value 1. A circuit is said to have a multiple stuck-at fault if one or more lines have stuck at faults. The total number of distinct multiple stuck-at faults possible in a circuit with N lines is,,3^N,,3^N - 1,,2^N - 1,,2,,B,MCQ,"In a line, there can be three possibilities : 1. Stuck-at 0 fault 2. Stuck-at 1 fault 3. No fault Thus, total combinations = 3 N It is mentioned that one or more lines have stuck at faults. So, a case in which there is no fault in any line i.e. all lines are correct can not occur. Total combinations = 3 N - 1 Thus, option (B) is correct.",,Digital Logic,Combinational and sequential circuits,
69,"The following C function takes two ASCII strings and determines whether one is an anagram of the other. An anagram of a string s is a string obtained by permuting the letters in s. int anagram (char *a, char *b) { int count [128], j; for (j = 0;  j < 128; j++) count[j] = 0; j = 0; while (a[j] && b[j]) { A; B; } for (j = 0; j < 128; j++) if (count [j]) return 0; return 1; } Choose the correct alternative for statements A and B.",,A : count [a[j]]++ and B : count[b[j]]--,,A : count [a[j]]++ and B : count[b[j]]++,,A : count [a[j++]]++ and B : count[b[j]]--,,A : count [a[j]]++and B : count[b[j++]]--,,D,MCQ,"C #include <stdio.h> int main ( void ) { return 0 ; } int anagram ( char * a , char * b ) { int count [ 128 ], j ; for ( j = 0 ; j < 128 ; j ++ ) count [ j ] = 0 ; j = 0 ; while ( a [ j ] && b [ j ]) { count [ a [ j ]] ++ count [ b [ j ++ ]] -- } & nbsp ; for ( j = 0 ; j < 128 ; j ++ ) if ( count [ j ]) return 0 ; return 1 ; } < pre >",,Programming and Data Structures,Programming in C,
70,"The following C function takes a singly-linked list of integers as a parameter and rearranges the elements of the list. The list is represented as pointer to a structure. The function is called with the list containing the integers 1, 2, 3, 4, 5, 6, 7 in the given order. What will be the contents of the list after the function completes execution? C struct node { int value ; struct node * next ; ); void rearrange ( struct node * list ) { struct node * p , * q ; int temp ; if ( ! list || ! list -> next ) return ; p = list ; q = list -> next ; while ( q ) { temp = p -> value ; p -> value = q -> value ; q -> value = temp ; p = q -> next ; q = p ? p -> next : 0 ; } }",,"1, 2, 3, 4, 5, 6, 7",,"2, 1, 4, 3, 6, 5, 7",,"1, 3, 2, 5, 4, 7, 6",,"2, 3, 4, 5, 6, 7, 1",,B,MCQ,Please see  the link for more details http://www.geeksforgeeks.org/pairwise-swap-elements-of-a-given-linked-list/,,Programming and Data Structures,Linear Data Structures,"Arrays, stacks, queues, linked lists"
71,"Q84 Part_A A sink in a directed graph is a vertex i such that there is an edge from every vertex j ≠ i to i and there is no edge from i to any other vertex. A directed graph G with n vertices is represented by its adjacency matrix A, where A[i] [j] = 1 if there is an edge directed from vertex i to j and 0 otherwise. The following algorithm determines whether there is a sink in the graph G. i = 0
do {
    j = i + 1;
    while ((j < n) && E1) 
       j++;
    if (j < n) E2;
} while (j < n);

flag = 1;
for (j = 0; j < n; j++)
    if ((j! = i) && E3)
        flag = 0;

if (flag)
    printf(""Sink exists"");
else
    printf (""Sink does not exist""); Choose the correct expressions for E 1 and E 2",,E1 : A[i][j] and E2 : i = j;,,E1 : !A[i][j] and E2 : i = j + 1;,,E1: !A[i][j] and E2 : i = j;,,E1 : A[i][j] and E2 : i = j + 1;,,C,MCQ,"For vertex i to be a sink, there should be no edge from i to any other vertex. According the input given in question, A[i][j] = 1 means there is an edge from vertex i to j. A[i][j] = 0 means there is no edge from i to j For a node to i to be sink, A[i][j] should be 0 for all j A[j][i] should be 1 for all j. The above pseudo code checks every vertex i for sink, starting from i = 0.  It basically checks every vertex j after i for being a sink.  The trick in pseudo code is, it doesn't check for j smaller than i.  The i picked by this loop may not be sink. It basically makes sure that we don't ignore a potential sink.  The check whether i is actually a sink or not is done later after do while loop.  Vertex i is a potential sink while A[i][j] is zero  Thus, E1 : !A[i][j] If the above condition is false, then i is not a sink. All j < i can also not be a sink because there is no edge from i to j. Now, the next potential sink can be j.  So, E2 : i = j Thus, option (C) is correct.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2005/Explanation_Images/cf6935c3c200e782-udYhLOiUDO7fPFzH4HjxZJAy6bMFbg.png,Algorithms,Basic Techniques,"Searching, sorting, hashing"
72,"A hash table contains 10 buckets and uses linear probing to resolve collisions. The key values are integers and the hash function used is key % 10. If the values 43, 165, 62, 123, 142 are inserted in the table, in what location would the key value 142 be inserted?",,2,,3,,4,,6,,D,MCQ,"43-> 3 165-> 5 62-> 2 123-> 3(occupied)  So acc to linear probing 3+1= 4 142 ->2(occupied),3(occupied),4 (occupied) ,5 (occupied) -> 6 Therefore correct Answer D",,Algorithms,Basic Techniques,"Searching, sorting, hashing"
73,Suppose that two parties A and B wish to setup a common secret key (D-H key) between themselves using the Diffie-Hellman key exchange technique. They agree on 7 as the modulus and 3 as the primitive root. Party A chooses 2 and party B chooses 5 as their respective secrets. Their D-H key is,,3,,4,,5,,6,,B,MCQ,"Primitive  root = g = 3 Modulus = p = 7 Xa = 2   and   Xb = 5 Ya = 3 2 mod 7 = 2 Yb = 3 5 mod 7 = 5 We assume D-H key to be K. K = Ya Xb mod 7  K = 2 5 mod  7 = 4 Or  K = Yb Xa mod 7 K = 5 2 mod 7 = 4 Thus, option (B) is correct.",,Computer Networks,Security,Public key cryptography
74,"Let n = p 2 q, where p and q are distinct prime numbers. How many numbers m satisfy 1 ≤ m ≤ n and gcd (m, n) = 1. Note that gcd (m, n) is the greatest common divisor of m and n.",,p(q - 1),,pq,,(p2- 1) (q - 1),,p(p - 1) (q - 1),,D,MCQ,,,Engineering Mathematics,Discrete Mathematics,Combinatorics
75,"Consider the regular grammar: S → Xa | Ya X → Za Z → Sa | ϵ Y → Wa W → Sa where S is the starting symbol, the set of terminals is {a} and the set of non-terminals is {S, W, X, Y, Z}. We wish to construct a deterministic finite automaton (DFA) to recognize the same language. What is the minimum number of states required for the DFA?",,2,,3,,4,,5,,B,MCQ,"Language produced by the given grammar is : L = { aa, aaaaa, aaaaaaaa, aaaaaaaaaaa, ......} i.e. L={w| w belongs to a* and |w| a =2mod3}. It can also be verified using the concept of converting Grammer to Finite Automata by first converting the left linear grammar to right linear grammar. It will not produce strings of lengths 1, 4, 8... Hence to implement (m)mod(n) we know that we require n states at minimal DFA. So, the minimum states required to construct automata for the language generated by the above grammar are 3. Thus, option (B) is correct.",,Theory of Computation,Formal Languages and Automata,Regular expressions and finite automata
76,"Amongst the ACID properties of a transaction, the 'Durability' property requires that the changes made to the database by a successful transaction persist",,Except in case of an Operating System crash,,Except in case of a Disk crash,,Except in case of a power failure,,"Always, even if there is a failure of any kind",,D,MCQ,"ACID properties: Atomicity: By this, we mean that either the entire transaction takes place at once or doesn’t happen at all. Consistency: This means that integrity constraints must be maintained so that the database is consistent before and after the transaction. Isolation: This property ensures that multiple transactions can occur concurrently without leading to inconsistency of database state. Durability: This property ensures that once the transaction has completed execution, the updates and modifications to the database are stored in and written to disk and they persist even if system failure occurs no matter which type of failure. Therefore option D",,Databases,Transactions,Transactions and concurrency control
77,"Let P be a non-deterministic push-down automaton (NPDA) with exactly one state, q, and exactly one symbol, Z, in its stack alphabet. State q is both the starting as well as the accepting state of the PDA. The stack is initialized with one Z before the start of the operation of the PDA. Let the input alphabet of the PDA be Σ. Let L(P) be the language accepted by the PDA by reading a string and reaching its accepting state. Let N(P) be the language accepted by the PDA by reading a string and emptying its stack. Which of the following statements is TRUE?",,L(P) is necessarily Σ* but N(P) is not necessarily Σ*,,N(P) is necessarily Σ* but L(P) is not necessarily Σ*,,Both L(P) and N(P) are necessarily Σ*,,Neither L(P) nor N(P) are necessarily Σ*,,D,MCQ,"The language L(P) accepted by the Push Down Automata (PDA) by reading string and reaching  its accepting state and the language N(P) accepted by the PDA by reading  a string and emptying a stack but it may be the case that the string has  a dead configuration over the transitions of the PDA i.e. PDA does not have  a transition for a particular alphabet or string. Hence it does not accept  all the strings over Σ*. For example- Transitions for the PDA are as follows: 1. (q, a, Z) -> (q, aZ) 2. (q, b, Z) -> (q, bZ) 3. (q, a, a) -> (q, aa) 4. (q, a, b) -> (q, ab) 5. (q, b, a) -> (q, ba) 6. (q, null, Z) -> (q, Z) 7. (q, null ,a) -> (q, null) 8. (q, null, b) -> (q, null) Here q is the initial and accepting state, Z is the initial stack symbol  and a and b are the input alphabets. Here {null, a, b, ab, aab………..} are  accepted in both the cases but in case of “bb” the PDA enters into a dead  configuration as no such transition is present. Hence neither L(P) nor N(P)  be necessarily Σ*.",,Theory of Computation,Formal Languages and Automata,Context-free grammars and push-down automata
78,"To carry out white box testing of a program, its flow chart representation is obtained as shown in the figure below: For basis path based testing of this program, its cyclomatic complexity is",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2005/Question_Images/c17ed5666d28a194-AnL8fJqXyhYNST4hQG4WSJnWtTvv4J.png,5,,4,,3,,2,,C,MCQ,N(nodes) = 9  E(edges) = 10  Cyclomatic Complexity = E - N + 2P  = 10 -9 + 2*1  = 3,,,,
79,Given below is a program which when executed spawns two concurrent processes : semaphore X : = 0 ; /* Process now forks into concurrent processes P1 & P2 */ P1 P2 repeat forever V (X) ; Compute ; P(X) ; repeat forever P(X) ; Compute ; V(X) ; Consider the following statements about processes P1 and P2: It is possible for process P1 to starve. It is possible for process P2 to starve. Which of the following holds?,,Both I and II are true,,I is true but II is false,,II is true but I is false,,Both I and II are false,,A,MCQ,"P1 can get stuck on its P, while P2 loops forever. The dual is also possible: P2 gets stuck on its P while P1 loops forever.  Both statements are correct. Option (A).",,Operating System,Core Concepts,Concurrency and Synchronization
80,"In a binary tree, for every node the difference between the number of nodes in the left and right subtrees is at most 2. If the height of the tree is h > 0, then the minimum number of nodes in the tree is:",,2 h - 1,,2 h - 1 + 1,,2 h - 1,,2 h,,B,MCQ,"Let there be n(h) nodes at height h. In a perfect tree where every node has exactly two children, except leaves, following recurrence holds. n(h) = 2*n(h-1) + 1 In given case, the numbers of nodes are two less, therefore n(h) = 2*n(h-1) + 1 - 2 = 2*n(h-1) - 1 Now if try all options, only option (b) satisfies above recurrence. Let us see option (B) n(h) = 2 h - 1 + 1 So if we substitute n(h-1) = 2 h-2 + 1, we should get n(h) = 2 h-1 + 1 n(h) =  2*n(h-1) - 1 =  2*(2 h-2 + 1) -1 =  2 h-1 + 1.",,Programming and Data Structures,Non-Linear Data Structures,"Trees, binary search trees, binary heaps, graphs"
81,"Q84 Part_B A sink in a directed graph is a vertex i such that there is an edge from every vertex j ≠ i to i and there is no edge from i to any other vertex. A directed graph G with n vertices is represented by its adjacency matrix A, where A[i] [j] = 1 if there is an edge directed from vertex i to j and 0 otherwise. The following algorithm determines whether there is a sink in the graph G. i = 0
do {
    j = i + 1;
    while ((j < n) && E1) j++;
    if (j < n) E2;
} while (j < n);

flag = 1;
for (j = 0; j < n; j++)
    if ((j! = i) && E3)
        flag = 0;

if (flag)
    printf(""Sink exists"");
else
    printf(""Sink does not exist""); Choose the correct expressions for E3",,(A[i][j] && !A[j][i]),,(!A[i][j] && A[j][i]),,(!A[i][j] | |  A[j][i]),,(A[i][j] | | !A[j][i]),,D,MCQ,"Below explanation is for Previous Part of this question: For vertex i to be a sink, there should be no edge from i to any other vertex. According the input given in question, A[i][j] = 1 means there is an edge from vertex i to j. A[i][j] = 0 means there is no edge from i to j For a node to i to be sink, A[i][j] should be 0 for all j A[j][i] should be 1 for all j. The above pseudo code checks every vertex i for sink, starting from i = 0.  It basically checks every vertex j after i for being a sink.  The trick in pseudo code is, it doesn't check for j smaller than i.  The i picked by this loop may not be sink. It basically makes sure that we don't ignore a potential sink.  The check whether i is actually a sink or not is done later after do while loop.  Vertex i is a potential sink while A[i][j] is zero  Thus, E1 : !A[i][j] If the above condition is false, then i is not a sink. All j < i can also not be a sink because there is no edge from i to j. Now, the next potential sink can be j.  So, E2 : i = j Explanation for this question The following pseudo code basically checks if the potential sink picked by the code above is actually a sink or not. flag = 1; for (j = 0; j < n; j++) if ((j! = i) && E3) flag = 0; flag equals to 0 means i is not a sink. The code sets the flag 0 as soon as it finds out that i is not a sink. A node i is not a sink if either of the following two conditions become true for any j not equal to i. A[i][j] is 1 for any j OR A[j][i] is 0 for any j E3 : (A[i][j] | | !A[j][i]) Therefore option D is correct",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2005/Explanation_Images/cf6935c3c200e782-udYhLOiUDO7fPFzH4HjxZJAy6bMFbg.png,Algorithms,Basic Techniques,"Searching, sorting, hashing"
82,Let G be a weighted undirected graph and e be an edge with maximum weight in G. Suppose there is a minimum weight spanning tree in G containing the edge e. Which of the following statements is always TRUE?,,There exists a cutset in G having all edges of maximum weight.,,There exists a cycle in G having all edges of maximum weight,,Edge e cannot be contained in a cycle.,,All edges in G have the same weight,,A,MCQ,"Background : Given a connected and undirected graph, a spanning tree of that graph is a subgraph that is a tree and connects all the vertices together. A spanning tree has exactly V - 1 edges. A single graph can have many different spanning trees. A minimum spanning tree (MST) or minimum weight spanning tree for a weighted, connected and undirected graph is a spanning tree with weight less than or equal to the weight of every other spanning tree. The weight of a spanning tree is the sum of weights given to each edge of the spanning tree. There can be more that one possible spanning trees of a graph. For example, the graph in this question has 6 possible spanning trees. MST has lightest edge of every cut set. Remember Prim's algorithm which basically picks the lightest edge from every cut set. Choices of this question : a) There exists a cut set in G having all edges of maximum weight : This is correct. If there is a heaviest edge in MST, then there exist a cut with all edges with weight equal to heavies edge.  See point 4 discussed in above background. b) There exists a cycle in G having all edges of maximum weight : Not always TRUE. The cut set of heaviest edge may contain only one edge.  In fact there may be overall one edge of heavies weight which is part of MST (Consider a graph with two components which are connected by only one edge and this edge is the heavies) c) Edge e cannot be contained in a cycle. Not Always True. The cut set may form cycle with other edges. d) All edges in G have the same weight Not always True. As discussed in option b, there can be only one edge of heaviest weight.",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2005/Explanation_Images/7c44296212cd3d42-0FgRreCP59hngQcwGZFC06vvrqD9Pq.png,Algorithms,Graph Algorithms,"Graph traversals, minimum spanning trees, shortest paths"
83,"Q85 Part_B Consider a simple graph with unit edge costs. Each node in the graph represents a router. Each node maintains a routing table indicating the next hop router to be used to relay a packet to its destination and the cost of the path to the destination through that router. Initially, the routing table is empty. The routing table is synchronously updated as follows. In each updation interval, three tasks are performed. A node determines whether its neighbours in the graph are accessible. If so, it sets the tentative cost to each accessible neighbour as 1. Otherwise, the cost is set to ∞. From each accessible neighbour, it gets the costs to relay to other nodes via that neighbour (as the next hop). Each node updates its routing table based on the information received in the previous two steps by choosing the minimum cost. For the graph given above, possible routing tables for various nodes after they have stabilized, are shown in the following options. Identify the correct table. 1) Table for node A A - - B B 1 C C 1 D B 3 E C 3 F C 4 2) Table for node C A A 1 B B 1 C - - D D 1 E E 1 F E 3 3) Table for node B A A 1 B - - C C 1 D D 1 E C 2 F D 2 4) Table for node D A B 3 B B 1 C C 1 D - - E E 1 F F 1 Continuing from the earlier problem, suppose at some time t, when the costs have stabilized, node A goes down. The cost from node F to node A at time (t + 100) is",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2005/Question_Images/d83bf1cdcbb55653-5fuzDFk65Hmr3kyVCEAQZbviAD6S8Q.png,>100 but finite,,∞,,3,,>3 and ≤100,,A,MCQ,,,Computer Networks,Network Layer,Routing protocols
84,"Q85  Part_A Consider a simple graph with unit edge costs. Each node in the graph represents a router. Each node maintains a routing table indicating the next hop router to be used to relay a packet to its destination and the cost of the path to the destination through that router. Initially, the routing table is empty. The routing table is synchronously updated as follows. In each updation interval, three tasks are performed. A node determines whether its neighbours in the graph are accessible. If so, it sets the tentative cost to each accessible neighbour as 1. Otherwise, the cost is set to ∞. From each accessible neighbour, it gets the costs to relay to other nodes via that neighbour (as the next hop). Each node updates its routing table based on the information received in the previous two steps by choosing the minimum cost. For the graph given above, possible routing tables for various nodes after they have stabilized, are shown in the following options. Identify the correct table. 1) Table for node A A - - B B 1 C C 1 D B 3 E C 3 F C 4 2) Table for node C A A 1 B B 1 C - - D D 1 E E 1 F E 3 3) Table for node B A A 1 B - - C C 1 D D 1 E C 2 F D 2 4) Table for node D A B 3 B B 1 C C 1 D - - E E 1 F F 1",https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2005/Question_Images/d83bf1cdcbb55653-5fuzDFk65Hmr3kyVCEAQZbviAD6S8Q.png,A,,B,,C,,D,,C,MCQ,,"https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2005/Explanation_Images/49655ee319417e42-ef7CFOJBS17r8qIZ27qPhvZDz6jEUl.png, https://rkokdq5fgqqf84hb.public.blob.vercel-storage.com/gate-cs/2005/Explanation_Images/c3a2e46655d3eed2-rJx8FDQcPp8bMf6wWn0Ux2N09MMBig.webp",Computer Networks,Network Layer,Routing protocols
85,"A B-Tree used as an index for a large database table has four levels including the root node. If a new key is inserted in this index, then the maximum number of nodes that could be newly created in the process are:",,5,,4,,3,,2,,A,MCQ,"Number of children of a node is equal to the number of keys in it plus 1.  Given tree has 4 levels, the tree will be increased with one more level if a new key is inserted.",,Databases,File Organization and Indexing,
86,"A binary search tree contains the numbers 1, 2, 3, 4, 5, 6, 7, 8. When the tree is traversed in pre-order and the values in each node printed out, the sequence of values obtained is 5, 3, 1, 2, 4, 6, 8, 7. If the tree is traversed in post-order, the sequence obtained would be",,"8, 7, 6, 5, 4, 3, 2, 1",,"1, 2, 3, 4, 8, 7, 6, 5",,"2, 1, 4, 3, 6, 7, 8, 5",,"2, 1, 4, 3, 7, 8, 6, 5",,D,MCQ,Please see this link for more details http://www.geeksforgeeks.org/construct-tree-from-given-inorder-and-preorder-traversal/,,Programming and Data Structures,Non-Linear Data Structures,"Trees, binary search trees, binary heaps, graphs"
87,"The numbers 1, 2, .... n are inserted in a binary search tree in some order. In the resulting tree, the right subtree of the root contains p nodes. The first number to be inserted in the tree must be",,p,,p + 1,,n - p,,n - p + 1,,C,MCQ,"Binary Search Tree, is a node-based binary tree data structure which has the following properties: The left subtree of a node contains only nodes with keys less than the node’s key. The right subtree of a node contains only nodes with keys greater than the node’s key. The left and right subtree each must also be a binary search tree.
There must be no duplicate nodes. So let us say n=10, p=4. According to BST property the root must be 10-4=6 (considering all unique elements in BST) And according to BST insertion , root is the first element to be inserted in a BST. Therefore, the answer is (n-p).",,Programming and Data Structures,Non-Linear Data Structures,"Trees, binary search trees, binary heaps, graphs"
88,A HTML form is to be designed to enable purchase of office stationery. Required items are to be selected (checked). Credit card details are to be entered and then the submit button is to be pressed. Which one of the following options would be appropriate for sending the data to the server. Assume that security is handled in a way that is transparent to the form design.,,Only GET,,Only POST,,Either of GET or POST,,Neither GET nor POST,,B,MCQ,"Reasons: GET is NOT SECURE, whatever data you transfer is goes as part of URI and that's why it's visible to whole world, you can not send any confidential data using this method. POST sends data as part of HTTP request body, which can be encrypted using SSL and TLS. This is the reason all confidential data from client to server is transferred using POST method e.g. username and password when you login to internet banking, or any online portal.",,Computer Networks,Application Layer,"DNS, HTTP, SMTP, FTP, POP"
89,"Consider the three commands : PROMPT, HEAD and RCPT. Which of the following options indicate a correct association of these commands with protocols where these are used?",,"HTTP, SMTP, FTP",,"FTP, HTTP, SMTP",,"HTTP, FTP, SMTP",,"SMTP, HTTP, FTP",,B,MCQ,"PROMPT-  Toggles prompting. Ftp prompts during multiple file transfers to allow you to selectively retrieve or store files  //Used for FTP transfers HEAD- The < head > element can include a title for the document, scripts, styles, meta information, and more //Used in HTML to transfer data across HTTP protocol RCPT- You tell the mail server who the recipient of your message is by using the RCPT command //Related to mail so,SMTP",,Computer Networks,Application Layer,"DNS, HTTP, SMTP, FTP, POP"
90,"Given below is an excerpt of an xml specification. <Book> <title> GATE 2005 </title> <type value = ""BROCHURE""/> <accno>10237623786</accno> </Book> <Book> <type value = ""FICTION""/> <accno>0024154807</accno> </Book> Given below are several possible excerpts from ""library.dtd"". For which excerpt would the above specification be valid?",,"<!ELEMENT Book (title+, type, accno)> <!ELEMENT title (#PCDATA)> <!ELEMENT type EMPTY> <!ATTLIST type value (BROCHURE/FICTION/TECHNICAL)> <!ELEMENT accno (#PCDATA)>",,"<!ELEMENT Book (title?, type, accno)> <!ELEMENT title (#PCDATA)> <!ELEMENT type ATTLIST> <!ATTLIST type value (BROCHURE/FICTION/TECHNICAL)> <!ATTLIST accno value (#PCDATA)>",,"<!ELEMENT Book (title*, type, accno)> <!ELEMENT title (#PCDATA)> <!ELEMENT type ATTLIST> <!ATTLIST type value (BROCHURE/FICTION/TECHNICAL)> <!ELEMENT accno (#PCDATA)>",,"<!ELEMENT Book (title?, type, accno)> <!ELEMENT title (#PCDATA)> <!ELEMENT type EMPTY> <!ATTLIST type value (BROCHURE/FICTION/TECHNICAL)> <!ELEMENT accno (#PCDATA)>",,D,MCQ,,,Computer Networks,Application Layer,
